image,classe,confiance,x1,y1,x2,y2
ANFR_605710.jpg,antenne,0.109,762.9,140.4,919.9,323.1
ANFR_605710.jpg,antenne,0.109,286.2,415.9,423.5,597.9
ANFR_650117.jpg,antenne,0.109,250.0,98.6,409.2,281.5
ANFR_690774.jpg,antenne,0.109,98.7,464.2,254.6,649.8
ANFR_771841.jpg,antenne,0.109,379.0,484.4,534.6,666.8
ANFR_814908.jpg,antenne,0.109,765.2,178.9,925.7,368.8
ANFR_816571.jpg,antenne,0.109,565.4,510.7,713.4,674.4
ANFR_816571.jpg,antenne,0.109,765.9,75.8,929.3,262.6
ANFR_1010485.jpg,antenne,0.108,78.1,78.4,232.3,262.7
ANFR_1212322.jpg,antenne,0.108,120.5,378.3,268.3,545.4
ANFR_1456691.jpg,antenne,0.108,794.4,597.1,927.9,759.9
ANFR_1511237.jpg,antenne,0.108,459.8,301.2,595.6,478.1
ANFR_1511237.jpg,antenne,0.108,405.5,209.7,562.5,389.8
ANFR_1568341.jpg,antenne,0.108,95.9,95.4,256.1,287.7
ANFR_1568371.jpg,antenne,0.108,761.6,260.7,921.2,446.0
ANFR_1568371.jpg,antenne,0.108,787.2,745.4,937.9,927.5
ANFR_1568371.jpg,antenne,0.108,762.8,233.6,909.1,405.4
ANFR_1584204.jpg,antenne,0.108,351.9,583.7,498.7,761.7
ANFR_1584204.jpg,antenne,0.108,102.8,155.9,260.2,348.0
ANFR_1597175.jpg,antenne,0.108,761.3,675.2,915.9,862.0
ANFR_1669326.jpg,antenne,0.108,489.2,200.3,635.8,378.5
ANFR_1681423.jpg,antenne,0.108,786.4,175.8,939.1,367.2
ANFR_1710227.jpg,antenne,0.108,762.8,463.4,923.7,654.4
ANFR_1734215.jpg,antenne,0.108,98.7,81.5,255.3,263.0
ANFR_1737051.jpg,antenne,0.108,274.8,736.5,429.6,921.5
ANFR_1737051.jpg,antenne,0.108,734.1,108.9,885.8,286.4
ANFR_1792887.jpg,antenne,0.108,416.2,458.2,571.2,639.9
ANFR_1950123.jpg,antenne,0.108,98.3,616.3,254.0,801.2
ANFR_2049015.jpg,antenne,0.108,382.0,515.8,542.8,700.9
ANFR_2049015.jpg,antenne,0.108,759.9,79.7,924.8,267.3
ANFR_2311941.jpg,antenne,0.108,464.4,507.6,618.8,699.2
ANFR_2311941.jpg,antenne,0.108,104.9,545.0,251.4,724.6
ANFR_2311941.jpg,antenne,0.108,479.3,717.5,642.7,901.8
ANFR_2385920.jpg,antenne,0.108,94.9,100.7,253.5,291.7
ANFR_2385920.jpg,antenne,0.108,406.0,420.5,562.2,595.4
ANFR_2385920.jpg,antenne,0.108,763.5,285.5,923.2,475.6
ANFR_2385920.jpg,antenne,0.108,760.1,85.0,923.5,270.5
ANFR_2479993.jpg,antenne,0.108,405.5,343.8,534.1,490.9
ANFR_2516570.jpg,antenne,0.108,380.2,209.8,539.1,393.0
ANFR_2532695.jpg,antenne,0.108,78.5,745.5,232.3,930.4
ANFR_2543945.jpg,antenne,0.108,98.0,95.5,256.6,287.2
ANFR_2543945.jpg,antenne,0.108,428.7,172.4,590.2,359.5
ANFR_2636551.jpg,antenne,0.108,95.6,79.5,252.9,267.7
ANFR_2640050.jpg,antenne,0.108,96.7,764.1,259.9,947.9
ANFR_2640050.jpg,antenne,0.108,96.2,95.5,257.3,284.0
ANFR_2654106.jpg,antenne,0.108,146.0,745.2,295.8,920.6
ANFR_2662883.jpg,antenne,0.108,764.2,492.2,921.2,679.5
ANFR_2697178.jpg,antenne,0.108,735.2,85.3,901.3,269.9
ANFR_2713171.jpg,antenne,0.108,763.8,83.0,925.6,266.2
ANFR_2734984.jpg,antenne,0.108,760.2,77.2,923.1,265.2
ANFR_2755704.jpg,antenne,0.108,776.7,94.0,929.9,271.5
ANFR_2828017.jpg,antenne,0.108,95.2,751.1,250.1,932.0
ANFR_2876424.jpg,antenne,0.108,81.4,95.0,230.8,271.0
ANFR_2876424.jpg,antenne,0.108,761.2,487.0,919.7,678.7
ANFR_2885698.jpg,antenne,0.108,123.7,719.5,275.7,907.8
ANFR_2885698.jpg,antenne,0.108,101.7,455.6,240.4,627.7
ANFR_2989296.jpg,antenne,0.108,94.4,496.6,251.8,683.5
ANFR_2989296.jpg,antenne,0.108,736.3,306.8,885.2,495.6
ANFR_3062801.jpg,antenne,0.108,787.2,106.6,938.3,291.3
ANFR_3080386.jpg,antenne,0.108,786.3,668.7,933.9,861.0
ANFR_3080386.jpg,antenne,0.108,102.2,721.7,257.2,907.3
ANFR_3097731.jpg,antenne,0.108,96.1,93.3,255.0,285.2
ANFR_3244662.jpg,antenne,0.108,95.9,284.0,255.3,474.3
ANFR_3244662.jpg,antenne,0.108,99.8,494.3,255.3,678.2
ANFR_3300148.jpg,antenne,0.108,76.7,80.9,231.7,267.2
ANFR_435641.jpg,antenne,0.108,581.6,152.1,724.6,312.9
ANFR_435641.jpg,antenne,0.108,511.2,732.9,665.6,905.8
ANFR_450535.jpg,antenne,0.108,356.0,406.9,514.6,596.5
ANFR_462036.jpg,antenne,0.108,249.7,624.5,392.6,802.0
ANFR_462036.jpg,antenne,0.108,760.2,643.9,918.8,834.9
ANFR_472746.jpg,antenne,0.108,102.3,263.6,259.1,447.5
ANFR_601450.jpg,antenne,0.108,100.0,298.8,257.6,492.1
ANFR_601450.jpg,antenne,0.108,497.0,315.8,629.2,471.4
ANFR_605710.jpg,antenne,0.108,277.8,472.2,435.5,650.8
ANFR_650117.jpg,antenne,0.108,456.5,383.2,616.4,573.7
ANFR_650117.jpg,antenne,0.108,582.0,640.5,747.8,824.9
ANFR_683244.jpg,antenne,0.108,95.2,261.3,252.2,450.3
ANFR_683244.jpg,antenne,0.108,76.0,696.8,230.2,886.0
ANFR_683244.jpg,antenne,0.108,94.9,310.7,254.0,502.1
ANFR_683244.jpg,antenne,0.108,95.4,361.4,253.7,551.5
ANFR_690774.jpg,antenne,0.108,378.2,440.1,537.2,629.9
ANFR_771841.jpg,antenne,0.108,99.3,757.0,247.2,927.7
ANFR_814908.jpg,antenne,0.108,785.5,93.2,936.6,271.8
ANFR_814908.jpg,antenne,0.108,644.2,148.6,794.0,327.2
ANFR_816571.jpg,antenne,0.108,764.9,611.3,926.8,804.4
ANFR_851972.jpg,antenne,0.108,98.6,723.2,255.1,908.3
ANFR_953437.jpg,antenne,0.108,760.0,84.0,921.0,270.0
ANFR_953437.jpg,antenne,0.108,247.9,762.7,385.4,921.0
ANFR_1007156.jpg,antenne,0.107,99.1,748.2,256.1,929.5
ANFR_1007156.jpg,antenne,0.107,122.1,320.7,271.3,495.5
ANFR_1010485.jpg,antenne,0.107,761.3,80.2,924.7,267.1
ANFR_1212322.jpg,antenne,0.107,685.6,695.9,850.5,876.3
ANFR_1212322.jpg,antenne,0.107,124.3,402.9,274.9,604.5
ANFR_1212322.jpg,antenne,0.107,170.5,79.8,330.9,264.0
ANFR_1279490.jpg,antenne,0.107,454.9,446.8,615.4,639.3
ANFR_1279490.jpg,antenne,0.107,477.0,101.1,625.1,266.1
ANFR_1279490.jpg,antenne,0.107,764.5,662.9,925.9,859.7
ANFR_1456691.jpg,antenne,0.107,99.9,84.1,258.2,265.9
ANFR_1511237.jpg,antenne,0.107,74.8,697.3,228.1,880.2
ANFR_1511237.jpg,antenne,0.107,76.2,262.0,229.9,450.8
ANFR_1513339.jpg,antenne,0.107,761.6,415.3,909.7,583.4
ANFR_1513339.jpg,antenne,0.107,760.4,97.8,921.4,271.6
ANFR_1513339.jpg,antenne,0.107,88.6,234.2,223.1,395.6
ANFR_1513339.jpg,antenne,0.107,275.3,515.1,430.5,703.5
ANFR_1584204.jpg,antenne,0.107,94.2,310.4,247.3,500.8
ANFR_1584204.jpg,antenne,0.107,80.4,359.7,230.6,544.9
ANFR_1584204.jpg,antenne,0.107,120.2,189.6,267.4,371.0
ANFR_1597175.jpg,antenne,0.107,281.5,705.6,442.2,889.6
ANFR_1597175.jpg,antenne,0.107,477.7,714.8,626.6,897.7
ANFR_1597175.jpg,antenne,0.107,110.6,583.7,253.8,748.6
ANFR_1597519.jpg,antenne,0.107,97.5,489.2,255.5,679.3
ANFR_1597519.jpg,antenne,0.107,503.3,348.4,646.0,515.6
ANFR_1669326.jpg,antenne,0.107,94.3,725.7,251.2,913.5
ANFR_1679737.jpg,antenne,0.107,93.3,726.9,249.9,914.4
ANFR_1710227.jpg,antenne,0.107,761.0,723.7,922.6,912.9
ANFR_1710227.jpg,antenne,0.107,376.2,479.4,529.4,657.2
ANFR_1737051.jpg,antenne,0.107,197.0,722.7,351.8,901.7
ANFR_1792887.jpg,antenne,0.107,96.4,94.9,258.2,287.8
ANFR_1792887.jpg,antenne,0.107,434.4,454.7,561.5,604.9
ANFR_1831346.jpg,antenne,0.107,428.4,631.4,587.8,820.7
ANFR_1851458.jpg,antenne,0.107,98.2,749.2,253.5,927.6
ANFR_1950123.jpg,antenne,0.107,74.1,126.1,231.3,317.9
ANFR_1950494.jpg,antenne,0.107,97.3,700.1,254.4,889.5
ANFR_1950494.jpg,antenne,0.107,759.6,75.5,926.7,265.8
ANFR_2049015.jpg,antenne,0.107,406.3,491.6,571.3,678.8
ANFR_2049015.jpg,antenne,0.107,764.5,443.5,920.1,627.5
ANFR_2049015.jpg,antenne,0.107,97.1,95.3,257.5,289.9
ANFR_2368665.jpg,antenne,0.107,426.3,430.4,574.7,605.9
ANFR_2368665.jpg,antenne,0.107,95.5,238.5,254.9,422.7
ANFR_2385920.jpg,antenne,0.107,96.9,748.3,254.1,929.7
ANFR_2385920.jpg,antenne,0.107,763.6,333.2,925.4,526.2
ANFR_2479993.jpg,antenne,0.107,391.3,334.2,544.8,516.3
ANFR_2479993.jpg,antenne,0.107,758.4,82.8,917.4,267.5
ANFR_2501177.jpg,antenne,0.107,78.6,81.0,232.0,266.0
ANFR_2516570.jpg,antenne,0.107,97.4,491.8,252.6,681.7
ANFR_2543945.jpg,antenne,0.107,145.9,373.5,292.0,548.9
ANFR_2543945.jpg,antenne,0.107,630.8,235.4,784.7,419.6
ANFR_2636551.jpg,antenne,0.107,76.8,697.4,230.4,886.2
ANFR_2640050.jpg,antenne,0.107,94.6,620.8,253.4,807.4
ANFR_2640050.jpg,antenne,0.107,381.5,315.7,523.2,505.7
ANFR_2640050.jpg,antenne,0.107,222.6,390.5,380.0,580.1
ANFR_2640050.jpg,antenne,0.107,394.3,370.6,518.9,526.1
ANFR_2659994.jpg,antenne,0.107,326.0,598.2,481.4,776.8
ANFR_2662883.jpg,antenne,0.107,83.5,573.8,224.4,746.5
ANFR_2684361.jpg,antenne,0.107,82.1,82.6,233.1,264.8
ANFR_2684361.jpg,antenne,0.107,255.2,461.0,403.2,623.0
ANFR_2697178.jpg,antenne,0.107,414.4,489.1,542.0,655.4
ANFR_2697178.jpg,antenne,0.107,96.5,731.9,251.8,914.4
ANFR_2697178.jpg,antenne,0.107,406.7,515.9,540.4,683.0
ANFR_2713171.jpg,antenne,0.107,760.5,675.6,915.2,858.5
ANFR_2755704.jpg,antenne,0.107,761.9,124.8,926.7,314.5
ANFR_2817293.jpg,antenne,0.107,455.9,393.1,609.0,570.2
ANFR_2817293.jpg,antenne,0.107,762.3,148.7,925.0,345.9
ANFR_2828017.jpg,antenne,0.107,760.6,356.8,921.9,550.4
ANFR_2828017.jpg,antenne,0.107,762.9,262.9,916.9,452.7
ANFR_2876424.jpg,antenne,0.107,761.9,391.9,917.2,579.5
ANFR_2876424.jpg,antenne,0.107,760.6,722.5,920.8,911.8
ANFR_2876424.jpg,antenne,0.107,435.0,531.1,561.4,689.1
ANFR_2880306.jpg,antenne,0.107,95.9,80.5,255.2,265.8
ANFR_2886199.jpg,antenne,0.107,83.9,762.4,223.3,926.0
ANFR_2917087.jpg,antenne,0.107,760.2,463.7,921.6,652.6
ANFR_2970803.jpg,antenne,0.107,404.6,408.6,563.6,595.2
ANFR_2989296.jpg,antenne,0.107,95.6,80.9,253.7,266.8
ANFR_2989296.jpg,antenne,0.107,733.7,255.7,880.4,443.2
ANFR_2989296.jpg,antenne,0.107,78.5,562.4,234.9,752.9
ANFR_2989296.jpg,antenne,0.107,708.5,86.7,845.2,240.3
ANFR_3080386.jpg,antenne,0.107,555.8,593.0,718.9,775.4
ANFR_3097902.jpg,antenne,0.107,75.0,414.0,230.3,604.2
ANFR_3118421.jpg,antenne,0.107,759.3,101.5,912.7,291.8
ANFR_3118421.jpg,antenne,0.107,738.5,83.8,899.8,269.0
ANFR_3118421.jpg,antenne,0.107,95.5,101.6,255.5,292.9
ANFR_3143567.jpg,antenne,0.107,758.7,84.7,921.6,270.0
ANFR_3182931.jpg,antenne,0.107,95.5,748.6,253.2,931.0
ANFR_3244662.jpg,antenne,0.107,81.9,308.5,233.6,496.6
ANFR_3276112.jpg,antenne,0.107,458.6,374.9,582.0,513.4
ANFR_437488.jpg,antenne,0.107,95.7,464.5,254.7,653.5
ANFR_437488.jpg,antenne,0.107,97.1,388.5,255.8,578.7
ANFR_437488.jpg,antenne,0.107,122.6,94.1,285.1,281.9
ANFR_462036.jpg,antenne,0.107,785.4,76.8,937.7,244.7
ANFR_508958.jpg,antenne,0.107,345.4,340.3,483.6,498.8
ANFR_587183.jpg,antenne,0.107,96.3,79.4,252.5,263.8
ANFR_601450.jpg,antenne,0.107,761.6,154.0,919.6,345.7
ANFR_605710.jpg,antenne,0.107,633.8,750.2,797.7,927.2
ANFR_650117.jpg,antenne,0.107,478.3,356.2,621.7,525.5
