id,sup_id,x_recal,y_recal,lat,lon,height_m,offset_m
27,1499221,675505.47,6972581.0,49.851541,2.659665,10.010000000000003,0.5482365907570101
28,1501778,688295.87,6976230.2,49.88469,2.837274,30.08,5.149514378323924
29,1505766,642451.05,6996246.9,50.061968,2.197074,24.97,10.919335703234523
30,1511237,599969.3400395327,6997454.452335681,50.0675,1.604167,,0.0
31,1513339,624473.5852836828,7004590.932497351,50.135,1.944722,,0.0
32,1518675,655446.89,6991542.78,50.020771,2.3789,30.66,24.025179019567837
33,1532430,648819.39,6976919.32,49.888917,2.288351,25.45,3.3731523188385357
34,1536781,627113.04,6990781.66,50.011297,1.98408,11.5,22.95689050805093
35,1541730,644541.6900000001,6974361.45,49.865579,2.229221,6.450000000000003,37.08393544155167
36,1567073,672495.78,6963564.46,49.770412,2.618453,42.85,1.49043914948996
37,1568341,612067.5000708,7008967.10454619,50.172683,1.770455,,0.0
38,1568371,626507.6813316627,6975862.309853606,49.877222,1.978333,,0.0
39,1568661,630208.35,6993262.05,50.033924,2.026792,24.51,28.47373314498821
40,1568671,633045.05,7008561.76,50.171627,2.063816,4.600000000000023,36.516954577148034
41,1568728,634675.99,6976592.600000001,49.884679,2.091759,30.120000000000005,8.213170989068544
42,1568743,639922.85,7003280.57,50.124897,2.16076,30.97,0.682004273665469
43,1568754,637394.68,6998382.0600000005,50.080661,2.126203,14.61,0.3124655104532732
44,1570162,619535.7000000001,7010888.0,50.190931,1.874484,2.0600000000000023,13.261170033609565
45,1576628,638124.12,6985380.46,49.963962,2.138364,39.35000000000001,23.560365773604243
46,1582776,642529.26,6981424.5600000005,49.928845,2.20026,10.759999999999998,32.07689588194748
47,1582793,644703.74,6974339.05,49.865392,2.231477,8.990000000000002,22.78784921174314
48,1582797,645280.97,6992938.34,50.032505,2.237001,14.25,0.5362847931658559
49,1584204,687237.1690234237,6969062.584058748,49.820278,2.822778,,0.0
50,1586021,617405.98,6968563.600000001,49.810535,1.853295,37.79999999999998,3.5766011201991303
51,1587783,601488.91,7010457.32,50.184495,1.622201,35.19,19.192326533562262
52,1588901,652112.58,6996994.98,50.069494,2.331777,20.850000000000023,9.658097077716857
53,1592029,648485.41,6977711.32,49.896004,2.283607,14.78,11.884398388385248
54,1595236,643860.77,6978793.26,49.905329,2.219149,13.329999999999998,1.063414478144611
55,1596626,654057.4,6977195.19,49.891798,2.361149,7.660000000000004,7.4612093801695005
56,1596728,661733.10003077,6963911.70457704,49.772974,2.469121,,0.0
57,1596751,661190.66,6969727.04,49.825186,2.461045,15.099999999999994,0.3378071088185315
58,1597175,653149.10003769,6978050.70456761,49.899416,2.348421,,0.0
59,1597179,654301.49,6986801.99,49.978108,2.363466,2.259999999999991,20.45827293281523
60,1597225,650316.25,6979193.9,49.909469,2.308886,14.799999999999995,2.7070601718148204
61,1597232,653267.24,6974331.92,49.866019,2.35049,14.259999999999998,11.348313983406465
62,1597237,649312.27,6976481.33,49.885022,2.295258,14.450000000000005,2.8609088998060264
63,1597246,650546.42,6975479.08,49.876117,2.312538,14.740000000000002,2.774542170559585
64,1597262,651925.33,6974999.26,49.871913,2.331762,6.310000000000002,17.475814509331443
65,1597267,651877.9400000001,6976454.62,49.884983,2.330931,9.310000000000002,13.0625852947624
66,1597272,650194.13,6976745.390000001,49.887464,2.307486,12.979999999999997,4.081226952612294
67,1597519,662871.50002988,6989087.80456012,49.999202,2.482625,,0.0
68,1597686,662480.9500000001,6984156.53,49.954886,2.477638,42.05999999999999,0.9288414752614966
69,1597728,669315.79,6970682.47,49.834216,2.573807,31.200000000000003,1.4287088900349108
70,1601292,655323.88,6968372.17,49.812627,2.379723,24.05000000000001,14.159917897980948
71,1603408,664999.7000000001,6979758.0200000005,49.91552,2.513082,8.269999999999996,18.489093394259772
72,1603428,651581.89,6978449.41,49.902879,2.326579,10.840000000000003,32.792596922031755
73,1609932,657843.17,6975430.3100000005,49.876207,2.413972,25.61,0.8350589785608811
74,1613237,607012.23,6977797.67,49.89204,1.706917,31.760000000000005,0.4666631932342048
75,1618812,661015.21,6977842.17,49.898077,2.457835,6.039999999999999,34.05502440256418
76,1623313,649999.39,6980958.68,49.925296,2.304262,6.140000000000001,23.57499814513164
77,1628010,668857.15,6985550.25,49.967751,2.566303,12.459999999999994,6.874067425741478
78,1629678,675326.85,6989350.33,50.00217,2.656168,23.959999999999997,7.106165326036208
79,1632824,651712.79,6984953.94,49.961316,2.327629,27.099999999999994,12.297039799159723
80,1634367,650966.9400000001,6979289.69,49.91038,2.317925,48.00000000000001,15.560017599556254
81,1637044,643459.26,6982866.15,49.941878,2.213,12.200000000000005,0.8347794036359847
82,1637416,653659.58,6975370.5200000005,49.875377,2.355824,8.260000000000002,29.62526068884939
83,1640108,672376.22,6950417.83,49.652283,2.617677,24.99000000000001,9.916769978571358
84,1640634,665946.96,6957852.68,49.718775,2.528081,7.340000000000003,12.75839885052502
85,1642091,668989.12,6950359.37,49.651601,2.570804,3.549999999999997,23.350872292589028
86,1644595,662225.27,6997511.8,50.074823,2.472837,44.96000000000001,12.032625308514078
87,1645462,642243.6,6966100.640000001,49.791162,2.198449,19.82,0.7129339019425799
88,1651219,700384.4500000001,6987810.32,49.98882,3.005356,58.21000000000001,1.0853738653017817
89,1651248,617199.24,6964609.67,49.774989,1.851223,35.05000000000001,8.183872865585194
90,1655139,658327.83,7010897.62,50.194786,2.417069,40.0,11.394358833517243
91,1656523,647531.75,6976683.96,49.886697,2.270478,26.4,6.552744204092124
92,1660090,607512.61,6978519.05,49.898592,1.71371,30.53,1.7107960441820245
93,1669319,646521.99,6964531.67,49.777442,2.258026,30.180000000000007,24.549471625020907
94,1669326,644096.8296104668,6959985.561769283,49.736389,2.225,,0.0
95,1679243,679150.4400000001,6974774.51,49.871377,2.710197,35.57000000000001,0.7460017650723247
96,1679737,675931.8349630614,6968418.976086292,49.814167,2.665833,,0.0
97,1681423,599422.30008096,6997593.30455415,50.06866,1.5965,,0.0
98,1682104,614808.89,6975163.890000001,49.869481,1.815869,44.47,4.775352226245188
99,1682143,593816.09,6995272.3,50.046898,1.518895,14.329999999999998,5.218298216815155
100,1685115,602169.22,6997432.37,50.067647,1.634863,35.46000000000001,0.3107232680863511
101,1685119,635489.55,6968205.61,49.80942,2.104392,6.640000000000001,29.99392027000821
102,1685137,602000.91,7014147.68,50.217709,1.628464,15.3,13.021541208682208
103,1685692,595532.42,6998347.43,50.074799,1.542037,36.27000000000001,10.808871820369308
104,1688610,703025.01,6975548.66,49.878669,3.042053,25.75,0.8554891568290477
105,1710227,703502.09999718,6960023.0045796,49.739181,3.048552,,0.0
106,1716847,651611.6,6976586.2,49.886145,2.327213,13.990000000000002,3.7778830235384784
107,1721551,695844.4500000001,6974983.49,49.873585,2.942237,41.8,2.1096403658640788
108,1721679,693372.0700000001,6961986.3,49.756796,2.90808,13.579999999999998,16.670413920164616
109,1725652,597793.89,7028133.28,50.342591,1.566044,35.05,1.556060583533719
110,1734215,687723.7528596241,6972060.7032122165,49.847222,2.829444,,0.0
111,1737051,653822.6386464698,6978141.129507193,49.900278,2.357778,,0.0
112,1738570,682407.9400000001,6949753.38,49.64667,2.756547,4.319999999999993,0.3270399098359748
113,1749553,690365.9,6980515.390000001,49.923219,2.865953,31.36,1.2145659690970083
114,1750325,694718.54,6979127.140000001,49.9108,2.926533,10.079999999999998,29.842290666834625
115,1752599,707104.68,6958198.24,49.722755,3.098466,40.97,9.920641540478249
116,1753316,648672.18,6977700.65,49.895924,2.286206,14.91,12.144958657781467
117,1770458,632611.36,6997141.350000001,50.069025,2.059654,24.349999999999994,21.773829254577297
118,1787006,649562.51,6977866.69,49.897487,2.298566,15.04,3.5587878666465227
119,1792887,701776.09999857,6969981.50457304,49.82866,3.024667,,0.0
120,1795210,602165.6,7014354.67,50.219593,1.630718,36.080000000000005,18.507644372528485
121,1809321,638416.87,6995937.62,50.058809,2.14084,25.629999999999995,0.8511520611074105
122,1812320,681155.03,6991825.07,50.024599,2.737271,25.599999999999994,0.6896175403159903
123,1831346,622931.4098563666,6961160.197938869,49.744722,1.931389,,0.0
124,1831447,678496.54,6968443.640000001,49.814481,2.70144,14.939999999999998,5.475510356905839
125,1843863,647797.04,6956739.5200000005,49.70754,2.276706,25.889999999999983,5.242249400085009
126,1848241,616209.08,6985706.54,49.964362,1.833163,40.06,3.09881350466273
127,1851458,596964.1934932934,7025817.382737452,50.321667,1.555,,0.0
128,1859174,611293.05,7023557.72,50.303572,1.756415,35.0,18.511812848320197
129,1859215,624040.6,7018472.94,50.259594,1.93606,44.77,1.3070993132488795
130,1878381,631137.47,6976925.100000001,49.88729,2.04251,23.47,20.72350311064136
131,1881032,637800.41,6971626.850000001,49.840386,2.135952,24.92,0.5862328937520271
132,1906289,662072.0,6973774.600000001,49.861601,2.472909,14.370000000000005,29.89246369372744
133,1906761,612148.11,6972359.5200000005,49.843926,1.779493,16.53,5.421617493729364
134,1914500,688468.65,6976975.99,49.891393,2.839655,15.22,0.4580286161645913
135,1916165,625582.05,6975848.23,49.876987,1.96547,24.98999999999998,0.3292405198468072
136,1916347,645784.86,6959314.57,49.730507,2.248489,39.06,12.447231309310949
137,1922304,658520.06,6982426.390000001,49.939097,2.42267,5.25,28.76719726176702
138,1930679,662100.55,6997520.2,50.074891,2.471096,10.689999999999998,24.24743788916308
139,1942314,652369.1,6962658.45,49.761079,2.339365,26.340000000000003,0.6923600390056966
140,1942316,645809.42,6968779.74,49.815546,2.247579,2.780000000000001,33.087979580874794
141,1950123,618090.40006587,6965023.10457624,49.778819,1.863503,,0.0
142,1950494,626936.60005876,6966052.00457557,49.789144,1.986047,,0.0
143,1960586,643206.24,6986522.890000001,49.974701,2.208969,23.639999999999997,14.393978315222189
144,1969595,649686.37,6976512.73,49.885334,2.300455,45.040000000000006,9.571799798399876
145,1987717,699602.04,6979968.2700000005,49.918378,2.994463,14.160000000000004,0.4413553559546864
146,2004878,696150.6,6976658.12,49.888631,2.946476,10.629999999999995,12.388201666488351
147,2007971,706217.5700000001,6984226.66,49.9566,3.086567,5.009999999999991,35.854950518286934
148,2007978,640616.1900000001,6973244.22,49.855186,2.17483,21.83999999999999,15.94506928245067
149,2008310,607570.02,7025133.87,50.317184,1.703868,30.01,21.741652158765564
150,2008833,676449.65,6971950.640000001,49.845914,2.67282,10.680000000000009,24.27366536170959
151,2008973,679011.79,6982415.57,49.940013,2.707877,12.180000000000009,12.937976825729075
152,2014207,627109.83,6991061.18,50.013807,1.983985,20.97,0.8211217072031594
153,2033289,631672.04,7013444.34,50.215321,2.043793,29.999999999999982,0.3417890959351888
154,2049015,667035.483889828,6997068.389130406,50.071111,2.54,,0.0
155,2070446,642808.43,6990570.5,50.011019,2.202859,24.91,11.79114472739953
156,2079587,683992.50001287,6954392.50458326,49.688397,2.778295,,0.0
157,2104922,701003.1,6979668.13,49.915681,3.013955,2.519999999999996,28.390928254280915
158,2112204,695456.67,6981439.8100000005,49.93158,2.936774,21.17,15.533297773338717
159,2113192,611843.1900000001,6972277.36,49.843146,1.775275,21.870000000000005,2.1568333258385626
160,2124640,701993.34,6993154.0,50.036813,3.027797,28.84999999999998,0.6883282104461356
161,2135269,634995.85,6992514.13,50.027719,2.093665,17.900000000000002,1.2620774937683066
162,2165615,601453.35,6993365.11,50.031011,1.625863,34.93999999999998,11.356807140833189
163,2174602,647395.09,6989635.84,50.003024,2.266906,24.039999999999992,0.2921154973550768
164,2179604,646382.4400000001,6984989.390000001,49.961205,2.253407,22.250000000000007,17.99317300479629
165,2191856,673063.87,6985849.18,49.97063,2.624865,28.11,1.2896794865337575
166,2193042,683601.24,6975115.41,49.874571,2.772048,17.620000000000005,18.392227062511395
167,2198833,645504.65,6975432.640000001,49.875285,2.242461,3.3200000000000003,13.830454500863048
168,2199085,611644.79,6969513.67,49.818292,1.773116,16.100000000000023,6.31558662840119
169,2201940,637537.36,6987960.28,49.987075,2.129798,10.549999999999995,15.555925768903668
170,2204125,648772.4,6978976.96,49.907397,2.287439,5.760000000000005,3.059315743949308
171,2206256,635236.6900000001,6973344.17,49.855556,2.100069,28.02000000000001,4.962006590871268
172,2206260,594636.31,6994249.3100000005,50.037849,1.530598,30.070000000000007,8.485895268892467
173,2222382,645200.2000000001,6970976.16,49.835225,2.238827,10.460000000000008,0.6919414682321021
174,2223180,631463.13,6994961.11,50.049321,2.044001,41.93000000000001,1.233574137263372
175,2228245,685192.56,6963112.94,49.76678,2.794602,15.879999999999995,20.292455296362565
176,2248405,698800.27,6973492.73,49.860205,2.983328,36.040000000000006,0.6261484394607637
177,2250761,673185.5700000001,6983971.86,49.953772,2.626683,10.490000000000007,0.8547328934511971
178,2254427,639271.36,6991153.11,50.015921,2.153476,29.180000000000007,0.4257474697950518
179,2254864,677737.18,6981480.2,49.931567,2.690187,6.530000000000001,1.8862451391505703
180,2263010,647079.20004261,7011041.50454476,50.195232,2.259707,,0.0
181,2263019,645927.78,6998875.98,50.085887,2.245228,37.24000000000001,1.8487545190114945
182,2271646,643824.06,6995865.600000001,50.058667,2.216282,13.420000000000002,0.3599836045550422
183,2286886,613194.97,7011865.22,50.198862,1.785594,35.81999999999999,0.5427439508222668
184,2293272,654235.12,6986828.38,49.978341,2.362539,36.19999999999999,2.9078576132409983
185,2300806,682877.6900000001,6983450.2700000005,49.949424,2.76164,41.86,2.960419299038669
186,2304822,590927.9500000001,7003001.4,50.115808,1.476539,18.03,11.146457317875536
187,2305996,698412.86,6960169.66,49.740506,2.977996,13.25,0.7576272202497538
188,2306566,659908.36,6961216.05,49.748642,2.444071,12.310000000000002,0.6778289236308285
189,2309494,649886.7000000001,6977122.86,49.890831,2.303166,14.979999999999997,12.071907793984003
190,2311941,702031.7440488659,6993323.2359672375,50.038333,3.028333,,0.0
191,2315068,637658.66,6994380.34,50.044748,2.130502,2.3200000000000003,28.08457976959998
192,2325162,679039.85,6972813.42,49.853756,2.70876,26.05,1.3192960295258809
193,2325819,589336.18,6998878.93,50.078513,1.455438,28.94,13.752134596474722
194,2341973,666383.59,6988855.390000001,49.997311,2.531583,29.89,17.124805278275602
195,2349451,695984.26,6968441.390000001,49.814813,2.944244,2.0600000000000023,34.70383626719192
196,2352229,607477.0,7025146.16,50.31728,1.702561,14.570000000000004,0.527980760154455
197,2368656,665356.02,6974861.49,49.871554,2.518454,25.03,39.93736342335636
198,2368665,600969.80007972,7004647.80454922,50.132251,1.616366,,0.0
199,2376660,650553.39,6975507.96,49.876377,2.312631,28.16,9.51733464605426
200,2384741,668168.26,6966380.25,49.795508,2.558203,29.989999999999995,11.870037072514087
201,2385920,624659.00006058,6959983.90457955,49.734362,1.955556,,0.0
202,2405098,693376.01,6959351.2,49.73312,2.908177,15.059999999999988,0.5553927458139817
203,2412491,637803.84,6967755.390000001,49.805607,2.136588,8.739999999999995,28.93191364664664
204,2426790,636219.0,6968122.72,49.80875,2.114531,29.3,20.717820291271074
205,2427398,680814.37,6993500.640000001,50.039638,2.732443,29.94,10.231814060911333
206,2429917,646623.98,6965125.21,49.782783,2.259364,3.500000000000014,25.5868662416772
207,2437938,682121.63,6965581.87,49.788883,2.751897,35.0,3.5163014523326543
208,2445447,668943.12,6985525.94,49.967537,2.567502,11.849999999999994,1.3672938432699089
209,2449128,666235.8,6968762.91,49.816814,2.531186,30.19000000000001,21.925552138645266
210,2449152,675301.54,6961559.640000001,49.752515,2.657495,30.02000000000001,1.7513130158548753
211,2458847,644097.17,6968307.65,49.811156,2.223871,29.91,0.088724523452452
212,2463136,642644.14,6980448.42,49.920088,2.201996,36.08,0.9400805545854212
213,2463183,647370.16,7000708.65,50.102467,2.265122,36.05000000000001,1.4606648481357345
214,2471001,653498.68,6982669.99,49.940935,2.352756,36.07000000000001,1.411956363480473
215,2479993,676359.633684015,6975064.99716532,49.873889,2.671389,,0.0
216,2482540,646693.84,6963509.28,49.768271,2.260543,17.01000000000002,0.453308441454207
217,2484088,673995.58,6989200.0,50.000766,2.637626,3.450000000000003,29.931778340866803
218,2484400,632344.75,6987372.24,49.981259,2.057561,24.3,0.7014606299509942
219,2484498,684925.92,6978303.8,49.903246,2.790344,2.0799999999999983,24.809342857685547
220,2488373,623107.18,6992674.86,50.027825,1.927893,31.03,1.9631097378215776
221,2492434,667411.63,6981646.2700000005,49.932611,2.546485,2.6500000000000057,14.122122196801396
222,2495876,652628.21,6960183.72,49.738864,2.343244,2.280000000000001,35.70944278880822
223,2495900,668132.89,6961001.13,49.747177,2.55813,5.75,7.661825551202868
224,2501056,668470.63,6966190.7700000005,49.793821,2.562414,4.739999999999995,15.769883323163278
225,2501173,705821.79,6991286.350000001,50.020015,3.081158,36.33000000000001,16.67898998549101
226,2501177,635964.90005153,6986926.10456157,49.977629,2.108055,,0.0
227,2504337,664846.31,6960817.48,49.745354,2.512575,12.580000000000004,0.9935609947631392
228,2505891,617689.08,6993168.92,50.031578,1.852259,30.110000000000003,1.4653788529916325
229,2505893,614749.97,6994795.82,50.045798,1.810941,2.010000000000005,29.083088394886374
230,2508150,669683.4500000001,6972893.100000001,49.854093,2.57875,2.0,37.62943353318233
231,2516566,629636.6900000001,6969290.38,49.818542,2.022958,35.96000000000001,0.2941287625511327
232,2516570,684419.7996933844,6962947.840474927,49.765278,2.783889,,0.0
233,2516581,613078.3673986418,6979793.919907549,49.910833,1.790833,,0.0
234,2518808,686733.99,6962497.73,49.761286,2.816003,36.120000000000005,0.4107980387312417
235,2520555,637476.67,6987785.0200000005,49.985495,2.128979,36.02,0.8140275037555121
236,2525490,609487.01,6980165.600000001,49.913668,1.7408,30.02000000000001,0.5106866106150905
237,2528676,596769.28,7028312.05,50.344028,1.551625,24.99,1.2495473914555018
238,2532299,622815.27,6983881.87,49.948816,1.925492,3.949999999999996,23.23849278899165
239,2532301,681433.25,6998863.01,50.087818,2.740828,24.02000000000001,0.5834101852174132
240,2532695,659316.20003273,6978073.5045676,49.900048,2.434185,,0.0
241,2532734,599052.34,7001326.73,50.102126,1.590409,17.54,23.63060996174604
242,2534481,661112.48,7012184.98,50.206524,2.455897,41.73000000000002,1.8020805206077992
243,2535283,607801.1,6983390.9,49.942392,1.716621,36.00999999999999,0.219500403704148
244,2536183,628337.24,7018910.13,50.264024,1.996157,35.99000000000001,0.9402870653955404
245,2543945,622930.9914767195,6961129.284660818,49.744444,1.931389,,0.0
246,2554661,624782.50006051,6978033.90456758,49.896526,1.953953,,0.0
247,2555413,600043.6,6988849.22,49.990234,1.60732,30.00000000000001,8.572226694139056
248,2559240,612259.48,6965733.96,49.784424,1.782459,35.41,0.99733069307938
249,2559587,639066.873844876,6976765.0720692845,49.886667,2.152778,,0.0
250,2561085,667618.2000000001,7000328.3,50.100418,2.547871,28.579999999999984,3.470421396474991
251,2567246,646399.3000431,6958993.40458024,49.727674,2.257047,,0.0
252,2575238,652119.9500000001,6991977.88,50.024435,2.332472,41.97000000000001,1.3312718818894125
253,2600166,672507.21,6963535.24,49.77015,2.618613,33.61999999999999,25.96975404685971
254,2607896,675546.8,6998538.55,50.084703,2.65868,24.790000000000006,2.027578311786706
255,2609961,671323.16,6974365.65,49.867398,2.60143,8.709999999999994,13.369468848062352
256,2610631,611829.9,7003362.47,50.122325,1.768355,42.52,0.9994806617355766
257,2614708,617503.99,6968700.29,49.811776,1.854628,36.72999999999999,1.373226553303545
258,2620257,638807.14,6974207.08,49.863663,2.14955,42.06000000000002,1.327972675090185
259,2620259,620781.21,6996522.600000001,50.062092,1.894716,2.3199999999999967,21.700323881448814
260,2621821,649146.6,6977934.8,49.898065,2.292774,35.53,36.05823355211616
261,2623227,647721.91,6978894.4,49.906569,2.272839,32.77,1.1148725911553674
262,2624989,678810.0700000001,6982546.600000001,49.941183,2.705062,2.0700000000000074,24.222835343421124
263,2632178,610555.73,7007002.92,50.154834,1.749754,2.760000000000005,29.81975222390641
264,2636551,647656.3000421,6967080.60457493,49.800436,2.273438,,0.0
265,2639768,655769.74,6962517.0600000005,49.760055,2.386545,13.799999999999995,1.0683372053270774
266,2640050,595497.7077361706,6997906.479644375,50.070833,1.541667,,0.0
267,2640376,627854.13,7001152.41,50.104519,1.992564,42.11,1.0101797001429305
268,2640999,607419.09,7010796.58,50.188443,1.705049,30.06,1.5546687004173605
269,2642150,619042.6900000001,6995138.3100000005,50.049439,1.870739,4.510000000000002,41.65466902924109
270,2642388,594046.0,7001956.5200000005,50.106958,1.520354,3.530000000000001,38.81628844546473
271,2647853,599666.85,7025458.390000001,50.318882,1.592984,18.89,5.134829198275345
272,2650209,674114.9166114301,6978012.349052335,49.900278,2.64,,0.0
273,265326,652363.33,6979198.28,49.909666,2.33736,26.32,0.7107747095809723
274,2654106,663823.00002912,7003086.90455039,50.124986,2.494635,,0.0
275,2659994,623977.90006119,6997974.20455393,50.075522,1.939039,,0.0
276,2662883,660940.5271379843,6993674.089209098,50.040278,2.455278,,0.0
277,2670480,695783.13,6962440.0,49.760893,2.941513,30.18,0.7958220243451049
278,2670539,639137.42,6984680.600000001,49.957774,2.152577,26.989999999999995,5.5797594197696725
279,2672281,673631.63,6972383.140000001,49.849688,2.633642,29.989999999999995,4.36219425939721
280,2683776,671251.97,6961000.33,49.747319,2.601378,2.1099999999999994,27.608014635365148
281,2684361,621340.7747986097,6990899.998441184,50.011667,1.903611,,0.0
282,2689988,652680.39,7012340.78,50.207345,2.337904,30.569999999999997,16.3781474010777
283,2690727,610723.4774743742,6992572.968431202,50.025278,1.755278,,0.0
284,2697178,622544.50006238,7023665.20453567,50.306027,1.914107,,0.0
285,2701364,633060.80005384,6970646.00457254,49.831091,2.070278,,0.0
286,2702228,592438.47,6999374.84,50.083504,1.498595,16.03,0.3755036802453352
287,2706342,665237.64,6959784.69,49.736096,2.518088,11.22,15.13713031312629
288,2710308,623120.65,7011345.67,50.195489,1.924536,10.909999999999997,19.514018749620654
289,2713171,619932.50006447,7016596.30454076,50.242235,1.8789,,0.0
290,2729051,669279.76,6945247.19,49.605677,2.575207,2.009999999999991,11.09996646870447
291,2734933,651174.08,7004672.0200000005,50.138366,2.317756,11.230000000000004,11.006147922985528
292,2734984,675881.90001938,6943453.20459027,49.589841,2.666604,,0.0
293,2736504,650695.52,6984346.63,49.955783,2.313539,28.02,0.6750173688134576
294,2751073,667839.08,6980701.65,49.924147,2.552508,5.579999999999998,3.678728547376991
295,2755704,703125.5811689486,6960144.900598982,49.740278,3.043333,,0.0
296,2774597,675511.26,6956278.04,49.705069,2.660718,8.480000000000004,0.5567398758148722
297,2776947,605171.21,6997680.57,50.070335,1.676687,3.850000000000009,14.100228620206313
298,2778277,605007.08,6993354.36,50.03146,1.67541,2.019999999999996,17.770632305332228
299,2806460,613745.39,7010939.86,50.190629,1.793491,7.439999999999998,24.322110603444084
300,2817293,598955.50008138,7025482.50453432,50.318985,1.583005,,0.0
301,2828017,594050.40008531,7012048.30454397,50.19757,1.51777,,0.0
302,2839581,606111.6219383985,6986028.559609911,49.965833,1.6925,,0.0
303,2842833,612493.12,6994769.05,50.045248,1.779474,16.560000000000002,3.9197070885874505
304,2844233,637000.02,6994384.88,50.044724,2.121316,2.8600000000000065,6.675473368636921
305,2856538,687880.04,6953917.73,49.684217,2.832152,30.02000000000001,7.591736374093889
306,2860784,696728.6900000001,6977736.87,49.898325,2.954506,30.76,4.511745574340072
307,2869427,670450.42,6956233.98,49.704457,2.590607,2.009999999999998,33.73546210736725
308,2876424,671047.70002327,6950593.6045857,49.653803,2.599278,,0.0
309,2880306,701028.19999917,6957190.60458145,49.71374,3.014248,,0.0
310,2885698,645790.70004362,6982077.60456488,49.935,2.245555,,0.0
311,2886199,660667.60003166,7003109.60455037,50.125,2.450556,,0.0
312,2888306,616302.02,7003452.18,50.123741,1.830798,7.559999999999995,38.88636539498135
313,2892851,616833.53,7002136.32,50.111995,1.838492,2.38,1.7538087636699606
314,2893184,648220.43,6978780.13,49.905584,2.279787,6.289999999999999,31.75583451306087
315,2894622,615266.05,7002142.29,50.11184,1.816603,8.700000000000001,9.46676574474768
316,2902873,690446.42,6968884.78,49.818737,2.867345,36.010000000000005,0.6713083486438902
317,2914788,613771.28,7003247.74,50.121563,1.795494,4.989999999999999,18.90364779376483
318,2917087,651109.60003935,6995348.80455578,50.054633,2.31798,,0.0
319,2937855,639323.90004882,6984736.80456306,49.958297,2.155165,,0.0
320,2947205,604335.02,7025310.92,50.318288,1.65847,2.17,39.50015184668142
321,2947434,694620.51,6979509.09,49.91423,2.925164,27.220000000000013,13.746836805427018
322,2957112,602177.40007872,6991073.70455866,50.010546,1.636509,,0.0
323,2957310,689403.68,6982324.91,49.939459,2.852517,24.960000000000008,0.5982225764192057
324,2965202,654150.92,7005815.44,50.148858,2.35922,5.199999999999989,5.157054783079063
325,2967596,601489.0,7010457.23,50.184495,1.622202,15.270000000000003,33.10817886758293
326,2970803,638853.90004919,6976624.50456855,49.885383,2.149838,,0.0
327,2975378,697840.41,6988340.67,49.99358,2.96991,2.230000000000004,13.752899811900928
328,2981176,617844.77,7000533.68,50.097736,1.852938,27.290000000000006,12.396268160686851
329,2986195,655957.49,6957197.01,49.712269,2.389719,14.560000000000002,5.234853826192568
330,2987261,631129.59,6963548.09,49.767119,2.04465,8.660000000000025,27.7063319895179
331,2989296,670000.70002414,6989381.80455992,50.002222,2.581945,,0.0
332,2990221,600872.46,7015389.12,50.228678,1.612369,10.489999999999998,15.62419050258046
333,2990362,699238.80000061,6961288.00457878,49.750556,2.989445,,0.0
334,2998642,690870.04,6959148.59,49.731268,2.873444,2.5900000000000034,18.42474253527736
